公司	0.07457087611974442
老窖	0.07359219726360741
泸州	0.07019395317993876
三全	0.057596650350234535
钢琴	0.0431551524358148
万元	0.03803698655981053
股份	0.028976939620070644
亿元	0.026442377281342792
产品	0.024465303310059625
食品	0.023062203312697163
凤形	0.022464382687921388
年月日	0.021812382958069594
企业	0.021801375195671324
同比	0.02172926267145052
净利润	0.020981043982027183
东风汽车	0.020359116639835115
业绩	0.020288471716643518
市场	0.018634692166884625
销售	0.018296589159319848
行业	0.017866233325374764
下滑	0.01766767815160078
下降	0.01748527653197081
存款	0.016289057221843088
品牌	0.016116696613104498
国窖	0.016045987634229562
耐磨	0.01561388528031309
营业	0.01557558191842013
海伦	0.015406643487968014
有限公司	0.01537311369678198
收入	0.015122502645299036
生产	0.014303527487001613
项目	0.013970063500018368
实现	0.013743817252970133
股东	0.013687013380655007
龙凤	0.013498510813883835
东风	0.013460903185016249
白酒	0.01289961310092006
风险	0.012852873487279594
资金	0.012587801433023823
影响	0.011657758590115714
经销商	0.011573939570200486
汽车	0.011451295234972661
记者	0.011413512865416373
披露	0.01132100777722979
该股	0.011316643910456638
证券	0.011179131524890643
主要	0.01099461715059058
科技	0.010753508823221975
显示	0.010726965928210461
浪莎	0.010725475944985024
增长	0.01070207674770974
集团	0.010514817667030999
目前	0.010455075776964312
利润	0.010250365511742068
表示	0.01022839135249795
上市公司	0.010009054741481394
经营	0.010004566215465823
宜安	0.009890066333948403
研发	0.00971979733572678
产能	0.009557903273360861
进行	0.009241719199836249
问题	0.009211873502665517
零七	0.009094491495987454
技术	0.00906844183624177
投资者	0.009018572527809205
三木	0.009010829307375174
渠道	0.008901553874675535
投资	0.008794090710198084
通过	0.008749783421816173
自主	0.008737399454211831
高端	0.008633883370595242
存在	0.008523942031065585
业务	0.008426032602427237
相关	0.008198666138664558
上市	0.008189302358826471
IPO	0.008107446383610727
价格	0.008062080691963038
去年	0.008049769922252254
上半年	0.00801163918629009
调整	0.007971859723094747
分别	0.007966141834709303
发展	0.007930220328620192
出现	0.007927227769421855
可能	0.007916728133977154
纸业	0.007867300939539123
富临	0.007744108544506767
鲜食	0.007729778523266693
酒企	0.007685183551131001
