钢琴	0.07564356644805553
公司	0.06321422146334894
海伦	0.054360280003629365
股份	0.03254125257785019
产品	0.027889043415843688
东风	0.026990035650351553
培训	0.026659193479895673
东风汽车	0.02663336601767417
教育	0.02456618169219894
企业	0.023857415834471016
天际	0.023564228166571215
研发	0.022541416133480256
市场	0.02228132287074195
凤形	0.02202404572773082
品牌	0.021363607110835445
中国	0.020867413464340057
行业	0.02023608821239917
发展	0.020128840143511927
艺术	0.01888975144687481
电梯	0.01870101412228305
项目	0.01856384537296276
有限公司	0.01795388869966625
证券	0.01779983394680216
医药	0.01735989048249584
智能	0.016056492800062445
业务	0.01589471387399002
万元	0.015550182875407405
技术	0.015467864677329935
直升机	0.015378758571011668
耐磨材料	0.014621371029762851
实现	0.01416614060279868
生产	0.014152860513389315
平台	0.014132048653205363
亿元	0.013844746763461972
提升	0.013492900418011855
陶瓷	0.013405659451285802
未来	0.013334409110006416
路桥	0.01322984482280344
集团	0.013058672012793024
投资	0.013018342337407627
国内	0.012538539481888097
智胜	0.012473551746110164
烹饪	0.012468946354353375
耐磨	0.012009765654097867
销售	0.011889379012532756
合作	0.011671139340290144
自主	0.011658538107055869
增长	0.011097164948930855
目前	0.011076236704636064
机构	0.010882017372957863
我们	0.010880933799656038
山东	0.010800948384457837
汽车	0.010648771908033174
领域	0.010605827226051653
川大	0.010063421643382621
电器	0.00993779824829696
买入	0.009935832842768113
通过	0.009353436275012455
优势	0.009310112338204085
产业	0.009237972775756059
涨停	0.009087977675316328
英菲尼迪	0.009073576891574495
创新	0.009070837431953577
转型	0.009031424069083482
年月日	0.009027429333932477
建设	0.009016277170481271
增持	0.008991089828923817
空管	0.00880207815641728
需求	0.00866978502727163
服务	0.00858848877117285
个股	0.008543713165764754
航空	0.008476617223498403
预计	0.008371060574136578
产能	0.008259944181365497
互联网	0.008255614699064507
铸件	0.008140115256877507
互动	0.008041083998855577
军工	0.007961846876530716
天方药业	0.007918758014465014
整合	0.007900643242534758
国家	0.007894399203456588
科技	0.007887488631732503
我国	0.0077988625797427704
质量	0.00771721444423297
制造	0.007664210429346508
有望	0.007654734203840156
